2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-22,Cases,126
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-23,Cases,169
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-24,Cases,204
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-25,Cases,260
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-26,Cases,322
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-27,Cases,386
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-28,Cases,446
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-29,Cases,534
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-30,Cases,631
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-03-31,Cases,701
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-04-01,Cases,761
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,2020-04-02,Cases,823
2020-04-03,Cumulative Number of Hospitalizations by Reported Date,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-13,Cases,2
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-14,Cases,3
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-15,Cases,4
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-18,Cases,7
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-19,Cases,9
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-20,Cases,10
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-21,Cases,16
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-22,Cases,20
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-23,Cases,26
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-24,Cases,31
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-25,Cases,41
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-26,Cases,57
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-27,Cases,66
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-28,Cases,80
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-29,Cases,82
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-30,Cases,89
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-03-31,Cases,96
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-04-01,Cases,104
2020-04-03,Cumulative Number of Deaths by Reported Date,2020-04-02,Cases,111
2020-04-03,Cumulative Number of Deaths by Reported Date,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
2020-04-04,description,attribute,metric,value
2020-04-04,State Data,Statewide,Cases,4565
2020-04-04,State Data,Statewide,Hospitalizations,875
2020-04-04,State Data,Statewide,Counties,54
2020-04-04,State Data,Statewide,People Tested,23900
2020-04-04,State Data,Statewide,Deaths,126
2020-04-04,State Data,Statewide,Outbreaks,30
2020-04-04,State Data,Statewide,Rate Per 100000,80.17
2020-04-04,State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
2020-04-04,State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
2020-04-04,State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA
2020-04-04,State Data,Note,"The state rate per 100,000 includes all cases (including cases who have not yet been assigned to a county).",NA
2020-04-04,Case Counts by County,Adams County,Cases,320
2020-04-04,Case Counts by County,Adams County,Rate Per 100000,62.56439733866695
2020-04-04,Case Counts by County,Alamosa County,Cases,4
2020-04-04,Case Counts by County,Alamosa County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Arapahoe County,Cases,552
2020-04-04,Case Counts by County,Arapahoe County,Rate Per 100000,84.74810468233278
2020-04-04,Case Counts by County,Archuleta County,Cases,1
2020-04-04,Case Counts by County,Archuleta County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Baca County,Cases,9
2020-04-04,Case Counts by County,Baca County,Rate Per 100000,253.73555117000282
2020-04-04,Case Counts by County,Bent County,Cases,0
2020-04-04,Case Counts by County,Bent County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Boulder County,Cases,154
2020-04-04,Case Counts by County,Boulder County,Rate Per 100000,47.315316643930736
2020-04-04,Case Counts by County,Broomfield County,Cases,44
2020-04-04,Case Counts by County,Broomfield County,Rate Per 100000,63.35219500957482
2020-04-04,Case Counts by County,Chaffee County,Cases,21
2020-04-04,Case Counts by County,Chaffee County,Rate Per 100000,104.8532055122828
2020-04-04,Case Counts by County,Cheyenne County,Cases,0
2020-04-04,Case Counts by County,Cheyenne County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Clear Creek County,Cases,6
2020-04-04,Case Counts by County,Clear Creek County,Rate Per 100000,62.09251785159888
2020-04-04,Case Counts by County,Conejos County,Cases,0
2020-04-04,Case Counts by County,Conejos County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Costilla County,Cases,3
2020-04-04,Case Counts by County,Costilla County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Crowley County,Cases,1
2020-04-04,Case Counts by County,Crowley County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Custer County,Cases,2
2020-04-04,Case Counts by County,Custer County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Delta County,Cases,4
2020-04-04,Case Counts by County,Delta County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Denver County,Cases,769
2020-04-04,Case Counts by County,Denver County,Rate Per 100000,107.13335385909943
2020-04-04,Case Counts by County,Dolores County,Cases,0
2020-04-04,Case Counts by County,Dolores County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Douglas County,Cases,209
2020-04-04,Case Counts by County,Douglas County,Rate Per 100000,60.96102577863856
2020-04-04,Case Counts by County,Eagle County,Cases,333
2020-04-04,Case Counts by County,Eagle County,Rate Per 100000,606.9664436870022
2020-04-04,Case Counts by County,El Paso County,Cases,406
2020-04-04,Case Counts by County,El Paso County,Rate Per 100000,56.83130481036402
2020-04-04,Case Counts by County,Elbert County,Cases,9
2020-04-04,Case Counts by County,Elbert County,Rate Per 100000,34.327561217484174
2020-04-04,Case Counts by County,Fremont County,Cases,3
2020-04-04,Case Counts by County,Fremont County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Garfield County,Cases,45
2020-04-04,Case Counts by County,Garfield County,Rate Per 100000,75.24202852508904
2020-04-04,Case Counts by County,Gilpin County,Cases,0
2020-04-04,Case Counts by County,Gilpin County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Grand County,Cases,4
2020-04-04,Case Counts by County,Grand County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Grand Total County,Cases,4565
2020-04-04,Case Counts by County,Grand Total County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Gunnison County,Cases,90
2020-04-04,Case Counts by County,Gunnison County,Rate Per 100000,524.078495312409
2020-04-04,Case Counts by County,Hinsdale County,Cases,1
2020-04-04,Case Counts by County,Hinsdale County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Huerfano County,Cases,1
2020-04-04,Case Counts by County,Huerfano County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Jackson County,Cases,0
2020-04-04,Case Counts by County,Jackson County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Jefferson County,Cases,483
2020-04-04,Case Counts by County,Jefferson County,Rate Per 100000,83.3490080087525
2020-04-04,Case Counts by County,Kiowa County,Cases,0
2020-04-04,Case Counts by County,Kiowa County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Kit Carson County,Cases,5
2020-04-04,Case Counts by County,Kit Carson County,Rate Per 100000,69.8616738857063
2020-04-04,Case Counts by County,La Plata County,Cases,25
2020-04-04,Case Counts by County,La Plata County,Rate Per 100000,44.323883481375105
2020-04-04,Case Counts by County,Lake County,Cases,3
2020-04-04,Case Counts by County,Lake County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Larimer County,Cases,144
2020-04-04,Case Counts by County,Larimer County,Rate Per 100000,41.10034764044046
2020-04-04,Case Counts by County,Las Animas County,Cases,1
2020-04-04,Case Counts by County,Las Animas County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Lincoln County,Cases,1
2020-04-04,Case Counts by County,Lincoln County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Logan County,Cases,8
2020-04-04,Case Counts by County,Logan County,Rate Per 100000,36.60657087947286
2020-04-04,Case Counts by County,Mesa County,Cases,20
2020-04-04,Case Counts by County,Mesa County,Rate Per 100000,13.018290698431297
2020-04-04,Case Counts by County,Mineral County,Cases,2
2020-04-04,Case Counts by County,Mineral County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Moffat County,Cases,3
2020-04-04,Case Counts by County,Moffat County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Montezuma County,Cases,6
2020-04-04,Case Counts by County,Montezuma County,Rate Per 100000,22.93665660002294
2020-04-04,Case Counts by County,Montrose County,Cases,31
2020-04-04,Case Counts by County,Montrose County,Rate Per 100000,73.35541883577852
2020-04-04,Case Counts by County,Morgan County,Cases,16
2020-04-04,Case Counts by County,Morgan County,Rate Per 100000,56.1344419885626
2020-04-04,Case Counts by County,Otero County,Cases,3
2020-04-04,Case Counts by County,Otero County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Ouray County,Cases,2
2020-04-04,Case Counts by County,Ouray County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Park County,Cases,5
2020-04-04,Case Counts by County,Park County,Rate Per 100000,26.944010346499972
2020-04-04,Case Counts by County,Phillips County,Cases,3
2020-04-04,Case Counts by County,Phillips County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Pitkin County,Cases,38
2020-04-04,Case Counts by County,Pitkin County,Rate Per 100000,212.53985122210412
2020-04-04,Case Counts by County,Prowers County,Cases,0
2020-04-04,Case Counts by County,Prowers County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Pueblo County,Cases,36
2020-04-04,Case Counts by County,Pueblo County,Rate Per 100000,21.541922975657627
2020-04-04,Case Counts by County,Rio Blanco County,Cases,1
2020-04-04,Case Counts by County,Rio Blanco County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Rio Grande County,Cases,5
2020-04-04,Case Counts by County,Rio Grande County,Rate Per 100000,44.53946196329948
2020-04-04,Case Counts by County,Routt County,Cases,29
2020-04-04,Case Counts by County,Routt County,Rate Per 100000,112.91515788653973
2020-04-04,Case Counts by County,Saguache County,Cases,3
2020-04-04,Case Counts by County,Saguache County,Rate Per 100000,NA
2020-04-04,Case Counts by County,San Juan County,Cases,0
2020-04-04,Case Counts by County,San Juan County,Rate Per 100000,NA
2020-04-04,Case Counts by County,San Miguel County,Cases,9
2020-04-04,Case Counts by County,San Miguel County,Rate Per 100000,110.0648159471689
2020-04-04,Case Counts by County,Sedgwick County,Cases,0
2020-04-04,Case Counts by County,Sedgwick County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Summit County,Cases,43
2020-04-04,Case Counts by County,Summit County,Rate Per 100000,138.8305943886611
2020-04-04,Case Counts by County,Teller County,Cases,11
2020-04-04,Case Counts by County,Teller County,Rate Per 100000,43.89465283320032
2020-04-04,Case Counts by County,Unknown Or Pending County,Cases,211
2020-04-04,Case Counts by County,Unknown Or Pending County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Washington County,Cases,1
2020-04-04,Case Counts by County,Washington County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Weld County,Cases,424
2020-04-04,Case Counts by County,Weld County,Rate Per 100000,134.92399387750555
2020-04-04,Case Counts by County,Yuma County,Cases,2
2020-04-04,Case Counts by County,Yuma County,Rate Per 100000,NA
2020-04-04,Case Counts by County,Note,People who tested positive for COVID-19 in Colorado while visiting are included in the county where they were identified.,NA
2020-04-04,Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
2020-04-04,Case Counts by County,Note,Rates are not shown for counties with fewer than 5 cases.,NA
2020-04-04,Case Counts by County,Note,Caution should be used when interpreting rates in counties with small populations.,NA
2020-04-04,Case Counts by County,Note,Some cases may still be under investigation and county not assigned yet.,NA
2020-04-04,Case Counts by Age Group,0-9,Cases,45
2020-04-04,Case Counts by Age Group,0-9,Percent,0.99
2020-04-04,Case Counts by Age Group,10-19,Cases,83
2020-04-04,Case Counts by Age Group,10-19,Percent,1.82
2020-04-04,Case Counts by Age Group,20-29,Cases,623
2020-04-04,Case Counts by Age Group,20-29,Percent,13.65
2020-04-04,Case Counts by Age Group,30-39,Cases,737
2020-04-04,Case Counts by Age Group,30-39,Percent,16.14
2020-04-04,Case Counts by Age Group,40-49,Cases,724
2020-04-04,Case Counts by Age Group,40-49,Percent,15.86
2020-04-04,Case Counts by Age Group,50-59,Cases,841
2020-04-04,Case Counts by Age Group,50-59,Percent,18.42
2020-04-04,Case Counts by Age Group,60-69,Cases,683
2020-04-04,Case Counts by Age Group,60-69,Percent,14.96
2020-04-04,Case Counts by Age Group,70-79,Cases,483
2020-04-04,Case Counts by Age Group,70-79,Percent,10.58
2020-04-04,Case Counts by Age Group,80+,Cases,329
2020-04-04,Case Counts by Age Group,80+,Percent,7.21
2020-04-04,Case Counts by Age Group,Unknown,Cases,17
2020-04-04,Case Counts by Age Group,Unknown,Percent,0.37
2020-04-04,Case Counts by Sex,Female,Cases,2364
2020-04-04,Case Counts by Sex,Female,Percent,51.79
2020-04-04,Case Counts by Sex,Male,Cases,2178
2020-04-04,Case Counts by Sex,Male,Percent,47.71
2020-04-04,Case Counts by Sex,Unknown,Cases,23
2020-04-04,Case Counts by Sex,Unknown,Percent,0.5
2020-04-04,Fatal cases by sex,Female,Cases,48
2020-04-04,Fatal cases by sex,Female,Percent,38.1
2020-04-04,Fatal cases by sex,Male,Cases,78
2020-04-04,Fatal cases by sex,Male,Percent,61.9
2020-04-04,Case Counts by Onset Date,2020-02-06,Cases,1
2020-04-04,Case Counts by Onset Date,2020-02-14,Cases,1
2020-04-04,Case Counts by Onset Date,2020-02-15,Cases,1
2020-04-04,Case Counts by Onset Date,2020-02-18,Cases,1
2020-04-04,Case Counts by Onset Date,2020-02-19,Cases,1
2020-04-04,Case Counts by Onset Date,2020-02-20,Cases,4
2020-04-04,Case Counts by Onset Date,2020-02-21,Cases,1
2020-04-04,Case Counts by Onset Date,2020-02-23,Cases,2
2020-04-04,Case Counts by Onset Date,2020-02-24,Cases,2
2020-04-04,Case Counts by Onset Date,2020-02-25,Cases,1
2020-04-04,Case Counts by Onset Date,2020-02-26,Cases,1
2020-04-04,Case Counts by Onset Date,2020-02-27,Cases,4
2020-04-04,Case Counts by Onset Date,2020-02-28,Cases,6
2020-04-04,Case Counts by Onset Date,2020-02-29,Cases,3
2020-04-04,Case Counts by Onset Date,2020-03-01,Cases,20
2020-04-04,Case Counts by Onset Date,2020-03-02,Cases,15
2020-04-04,Case Counts by Onset Date,2020-03-03,Cases,23
2020-04-04,Case Counts by Onset Date,2020-03-04,Cases,26
2020-04-04,Case Counts by Onset Date,2020-03-05,Cases,20
2020-04-04,Case Counts by Onset Date,2020-03-06,Cases,39
2020-04-04,Case Counts by Onset Date,2020-03-07,Cases,31
2020-04-04,Case Counts by Onset Date,2020-03-08,Cases,54
2020-04-04,Case Counts by Onset Date,2020-03-09,Cases,102
2020-04-04,Case Counts by Onset Date,2020-03-10,Cases,102
2020-04-04,Case Counts by Onset Date,2020-03-11,Cases,97
2020-04-04,Case Counts by Onset Date,2020-03-12,Cases,121
2020-04-04,Case Counts by Onset Date,2020-03-13,Cases,135
2020-04-04,Case Counts by Onset Date,2020-03-14,Cases,118
2020-04-04,Case Counts by Onset Date,2020-03-15,Cases,123
2020-04-04,Case Counts by Onset Date,2020-03-16,Cases,188
2020-04-04,Case Counts by Onset Date,2020-03-17,Cases,218
2020-04-04,Case Counts by Onset Date,2020-03-18,Cases,235
2020-04-04,Case Counts by Onset Date,2020-03-19,Cases,169
2020-04-04,Case Counts by Onset Date,2020-03-20,Cases,178
2020-04-04,Case Counts by Onset Date,2020-03-21,Cases,111
2020-04-04,Case Counts by Onset Date,2020-03-22,Cases,111
2020-04-04,Case Counts by Onset Date,2020-03-23,Cases,259
2020-04-04,Case Counts by Onset Date,2020-03-24,Cases,222
2020-04-04,Case Counts by Onset Date,2020-03-25,Cases,253
2020-04-04,Case Counts by Onset Date,2020-03-26,Cases,230
2020-04-04,Case Counts by Onset Date,2020-03-27,Cases,216
2020-04-04,Case Counts by Onset Date,2020-03-28,Cases,115
2020-04-04,Case Counts by Onset Date,2020-03-29,Cases,117
2020-04-04,Case Counts by Onset Date,2020-03-30,Cases,302
2020-04-04,Case Counts by Onset Date,2020-03-31,Cases,264
2020-04-04,Case Counts by Onset Date,2020-04-01,Cases,212
2020-04-04,Case Counts by Onset Date,2020-04-02,Cases,83
2020-04-04,Case Counts by Onset Date,2020-04-03,Cases,27
2020-04-04,Case Counts by Onset Date,Note,Onset date may be unavailable for some cases and inferred.,NA
2020-04-04,Deaths,El Paso County,Cases,22
2020-04-04,Deaths,Weld County,Cases,22
2020-04-04,Deaths,Jefferson County,Cases,15
2020-04-04,Deaths,Denver County,Cases,14
2020-04-04,Deaths,Arapahoe County,Cases,10
2020-04-04,Deaths,Adams County,Cases,9
2020-04-04,Deaths,Larimer County,Cases,8
2020-04-04,Deaths,Eagle County,Cases,5
2020-04-04,Deaths,Douglas County,Cases,3
2020-04-04,Deaths,Boulder County,Cases,2
2020-04-04,Deaths,Broomfield County,Cases,2
2020-04-04,Deaths,Chaffee County,Cases,2
2020-04-04,Deaths,Pitkin County,Cases,2
2020-04-04,Deaths,Pueblo County,Cases,2
2020-04-04,Deaths,Crowley County,Cases,1
2020-04-04,Deaths,Elbert County,Cases,1
2020-04-04,Deaths,Garfield County,Cases,1
2020-04-04,Deaths,Gunnison County,Cases,1
2020-04-04,Deaths,Montezuma County,Cases,1
2020-04-04,Deaths,Montrose County,Cases,1
2020-04-04,Deaths,Out Of State County,Cases,1
2020-04-04,Deaths,Teller County,Cases,1
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","0-9, Hospitalized",Cases,5
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","0-9, Not Hospitalized",Cases,40
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","10-19, Hospitalized",Cases,2
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","10-19, Not Hospitalized",Cases,81
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","20-29, Hospitalized",Cases,22
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","20-29, Not Hospitalized",Cases,601
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","30-39, Deaths",Cases,1
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","30-39, Hospitalized",Cases,62
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","30-39, Not Hospitalized",Cases,674
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","40-49, Deaths",Cases,4
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","40-49, Hospitalized",Cases,95
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","40-49, Not Hospitalized",Cases,625
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","50-59, Deaths",Cases,8
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","50-59, Hospitalized",Cases,166
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","50-59, Not Hospitalized",Cases,667
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Deaths",Cases,12
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Hospitalized",Cases,181
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Not Hospitalized",Cases,490
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Deaths",Cases,31
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Hospitalized",Cases,168
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Not Hospitalized",Cases,284
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","80+, Deaths",Cases,70
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","80+, Hospitalized",Cases,92
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","80+, Not Hospitalized",Cases,167
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths","Unknown, Not Hospitalized",Cases,17
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths",Note,Data on cases recovered is unavailable.,NA
2020-04-04,"Case Counts by Age Group, Hospitalizations, and Deaths",Note,Patients who were hospitalized and subsequently died are only counted once as a death.,NA
2020-04-04,Positivity Data from Clinical Laboratories,2020-02-29,Count of people tested by CDPHE lab,6
2020-04-04,Positivity Data from Clinical Laboratories,2020-02-29,Percent Positivity,NA
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-01,Count of people tested by CDPHE lab,2
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-01,Percent Positivity,NA
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-03,Count of people tested by CDPHE lab,5
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-03,Percent Positivity,NA
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-04,Count of people tested by CDPHE lab,12
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-04,Percent Positivity,NA
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-06,Count of people tested by CDPHE lab,33
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-06,Percent Positivity,0
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-07,Count of people tested by CDPHE lab,36
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-07,Percent Positivity,0
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-08,Count of people tested by CDPHE lab,27
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-08,Percent Positivity,0
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-09,Count of people tested by CDPHE lab,15
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-09,Percent Positivity,33.33333333333333
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-10,Count of people tested by CDPHE lab,68
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-10,Count of people tested by non-CDPHE (commercial) lab,2
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-10,Percent Positivity,8.571428571428571
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-11,Count of people tested by CDPHE lab,125
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-11,Count of people tested by non-CDPHE (commercial) lab,3
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-11,Percent Positivity,14.84375
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-12,Count of people tested by CDPHE lab,135
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-12,Count of people tested by non-CDPHE (commercial) lab,1
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-12,Percent Positivity,7.352941176470589
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-13,Count of people tested by CDPHE lab,151
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-13,Count of people tested by non-CDPHE (commercial) lab,42
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-13,Percent Positivity,14.507772020725387
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-14,Count of people tested by CDPHE lab,147
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-14,Count of people tested by non-CDPHE (commercial) lab,32
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-14,Percent Positivity,17.877094972067038
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-15,Count of people tested by CDPHE lab,257
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-15,Count of people tested by non-CDPHE (commercial) lab,46
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-15,Percent Positivity,11.221122112211221
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-16,Count of people tested by CDPHE lab,354
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-16,Count of people tested by non-CDPHE (commercial) lab,118
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-16,Percent Positivity,7.838983050847458
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-17,Count of people tested by CDPHE lab,649
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-17,Count of people tested by non-CDPHE (commercial) lab,90
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-17,Percent Positivity,3.924221921515562
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-18,Count of people tested by CDPHE lab,336
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-18,Count of people tested by non-CDPHE (commercial) lab,190
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-18,Percent Positivity,12.737642585551331
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-19,Count of people tested by CDPHE lab,543
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-19,Count of people tested by non-CDPHE (commercial) lab,295
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-19,Percent Positivity,10.26252983293556
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-20,Count of people tested by CDPHE lab,453
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-20,Count of people tested by non-CDPHE (commercial) lab,510
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-20,Percent Positivity,11.838006230529595
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-21,Count of people tested by CDPHE lab,891
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-21,Count of people tested by non-CDPHE (commercial) lab,591
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-21,Percent Positivity,7.759784075573549
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-22,Count of people tested by CDPHE lab,378
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-22,Count of people tested by non-CDPHE (commercial) lab,565
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-22,Percent Positivity,13.361611876988336
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-23,Count of people tested by CDPHE lab,835
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-23,Count of people tested by non-CDPHE (commercial) lab,471
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-23,Percent Positivity,14.548238897396631
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-24,Count of people tested by CDPHE lab,652
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-24,Count of people tested by non-CDPHE (commercial) lab,512
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-24,Percent Positivity,15.034364261168385
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-25,Count of people tested by CDPHE lab,348
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-25,Count of people tested by non-CDPHE (commercial) lab,1533
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-25,Percent Positivity,17.543859649122805
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-26,Count of people tested by CDPHE lab,463
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-26,Count of people tested by non-CDPHE (commercial) lab,1327
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-26,Percent Positivity,16.53631284916201
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-27,Count of people tested by CDPHE lab,610
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-27,Count of people tested by non-CDPHE (commercial) lab,1334
